root@nmszhwit2h:/notebooks# echo "[Terminal 1]"
[Terminal 1]
root@nmszhwit2h:/notebooks# nvidia-smi dmon
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    255     78      -   100     53      0      0   7600   1860 
    0    231     81      -    34     38      0      0   7600   1560 
    0    264     81      -   100     51      0      0   7600   1605 
    0    267     80      -   100     56      0      0   7600   1860 
    0    247     81      -    69     35      0      0   7600   1575 
    0    269     81      -   100     46      0      0   7600   1695 
    0    265     79      -    91     72      0      0   7600   1860 
    0    228     80      -    25     10      0      0   7600   1710 
    0    248     81      -    97     51      0      0   7600   1725 
    0    265     81      -   100     51      0      0   7600   1680 
    0    257     77      -    68     61      0      0   7600   1860 
    0    258     81      -    91     46      0      0   7600   1740 
    0    263     81      -   100     48      0      0   7600   1725 
    0    245     77      -    82     69      0      0   7600   1860 
    0    237     80      -    27     17      0      0   7600   1635 
    0    270     81      -   100     48      0      0   7600   1605 
    0    261     78      -   100     59      0      0   7600   1860 
    0    247     80      -    43     26      0      0   7600   1605 
    0    263     81      -   100     48      0      0   7600   1605 
    0    269     78      -   100     51      0      0   7600   1860 
    0    239     81      -    50     49      0      0   7600   1545 
    0    260     82      -    94     45      0      0   7600   1605 
    0    270     81      -   100     52      0      0   7600   1860 
    0    235     81      -    34     12      0      0   7600   1605 
    0    267     81      -   100     49      0      0   7600   1650 
    0    267     81      -   100     57      0      0   7600   1800 
    0    240     82      -    37     23      0      0   7600   1605 
    0    271     81      -   100     45      0      0   7600   1650 
    0    257     81      -   100     51      0      0   7600   1680 
    0    242     80      -    46     46      0      0   7600   1695 
    0    260     81      -    92     44      0      0   7600   1695 
    0    270     81      -   100     54      0      0   7600   1710 
    0    241     78      -    82     69      0      0   7600   1530 
    0    246     81      -    53     24      0      0   7600   1710 
    0    262     82      -    99     51      0      0   7600   1635 
    0    260     81      -   100     51      0      0   7600   1860 
    0    247     81      -    48     48      0      0   7600   1575 
    0    259     82      -    88     42      0      0   7600   1620 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    265     81      -   100     70      0      0   7600   1815 
    0    238     81      -    24      9      0      0   7600   1620 
    0    264     82      -   100     49      0      0   7600   1665 
    0    258     81      -   100     51      0      0   7600   1725 
    0    250     78      -    62     56      0      0   7600   1860 
    0    247     81      -    47     21      0      0   7600   1575 
    0    271     82      -    99     44      0      0   7600   1635 
    0    258     79      -   100     57      0      0   7600   1860 
    0    230     81      -    23     26      0      0   7600   1665 
    0    258     81      -    91     45      0      0   7600   1635 
    0    265     82      -    99     48      0      0   7600   1620 
    0    246     78      -   100     75      0      0   7600   1860 
    0    242     81      -    42     18      0      0   7600   1710 
    0    274     81      -   100     50      0      0   7600   1755 
    0    241     78      -    35     39      0      0   7600   1860 
    0    245     81      -    95     48      0      0   7600   1590 
    0    268     82      -    99     50      0      0   7600   1605 
    0    261     81      -    99     72      0      0   7600   1860 
    0    238     81      -    33     14      0      0   7600   1650 
    0    258     82      -    99     48      0      0   7600   1635 
    0    266     81      -   100     55      0      0   7600   1740 
    0    244     81      -    30     33      0      0   7600   1605 
    0    249     82      -   100     52      0      0   7600   1590 
    0    272     82      -   100     51      0      0   7600   1725 
    0    232     78      -    81     70      0      0   7600   1860 
    0    252     81      -    63     31      0      0   7600   1710 
    0    264     82      -    99     50      0      0   7600   1650 
    0    257     78      -   100     68      0      0   7600   1860 
    0    246     81      -    38     15      0      0   7600   1710 
    0    272     82      -   100     48      0      0   7600   1605 
    0    256     78      -   100     55      0      0   7600   1860 
    0    265     78      -    97     73      0      0   7600   1860 
    0    222     82      -    35     13      0      0   7600   1695 
    0    266     82      -   100     48      0      0   7600   1605 
    0    273     81      -   100     58      0      0   7600   1830 
    0    248     82      -    40     15      0      0   7600   1560 
    0    258     82      -   100     49      0      0   7600   1635 
    0    269     81      -   100     53      0      0   7600   1815 
    0    235     81      -    17     19      0      0   7600   1605 
    0    263     82      -    93     49      0      0   7600   1650 
    0    270     82      -   100     51      0      0   7600   1710 
    0    243     79      -    94     74      0      0   7600   1860 
    0    252     81      -    71     35      0      0   7600   1740 
    0    273     82      -   100     46      0      0   7600   1710 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    249     78      -   100     61      0      0   7600   1860 
    0    242     82      -    16      0      0      0   7600   1590 
    0    269     82      -   100     46      0      0   7600   1605 
    0    254     79      -   100     52      0      0   7600   1860 
    0    241     82      -    73     35      0      0   7600   1575 
    0    269     82      -   100     45      0      0   7600   1695 
    0    267     80      -    98     78      0      0   7600   1860 
    0    240     82      -    42     17      0      0   7600   1575 
    0    264     82      -   100     47      0      0   7600   1650 
    0    265     81      -   100     52      0      0   7600   1800 
    0    246     81      -    45     38      0      0   7600   1605 
    0    259     82      -    94     49      0      0   7600   1590 
    0    268     82      -   100     52      0      0   7600   1695 
    0    242     78      -    69     61      0      0   7600   1860 
    0    247     81      -    50     22      0      0   7600   1650 
    0    261     82      -   100     42      0      0   7600   1635 
    0    267     80      -   100     53      0      0   7600   1860 
    0    230     81      -    58     55      0      0   7600   1650 
    0    253     82      -    75     36      0      0   7600   1710 
    0    270     82      -   100     46      0      0   7600   1680 
    0    238     79      -    19      7      0      0   7600   1530 
    0    244     81      -    99     49      0      0   7600   1680 
    0    269     82      -   100     55      0      0   7600   1605 
    0    255     79      -    82     66      0      0   7600   1860 
    0    241     82      -    60     28      0      0   7600   1530 
    0    262     82      -   100     46      0      0   7600   1665 
    0    268     81      -   100     57      0      0   7600   1845 
    0    238     81      -    26     21      0      0   7600   1680 
    0    266     82      -   100     51      0      0   7600   1605 
    0    270     81      -   100     53      0      0   7600   1725 
    0    233     79      -    62     56      0      0   7600   1860 
    0    252     81      -    64     32      0      0   7600   1725 
    0    269     82      -    98     46      0      0   7600   1650 
    0    254     79      -   100     62      0      0   7600   1860 
    0    237     82      -    35     34      0      0   7600   1575 
    0    268     82      -   100     44      0      0   7600   1605 
    0    269     80      -   100     55      0      0   7600   1860 
    0    239     82      -    54     25      0      0   7600   1605 
    0    263     82      -   100     48      0      0   7600   1620 
    0    268     82      -   100     53      0      0   7600   1620 
    0    245     80      -    53     43      0      0   7600   1800 
    0    249     81      -    96     50      0      0   7600   1710 
    0    273     82      -   100     53      0      0   7600   1740 
    0    255     80      -    64     58      0      0   7600   1560 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    248     82      -    85     42      0      0   7600   1725 
    0    270     82      -   100     50      0      0   7600   1695 
    0    246     79      -    85     71      0      0   7600   1860 
    0    243     82      -    34     13      0      0   7600   1575 
    0    269     82      -    99     50      0      0   7600   1605 
    0    267     80      -   100     52      0      0   7600   1860 
    0    247     82      -    38     24      0      0   7600   1560 
    0    265     82      -   100     46      0      0   7600   1710 
    0    270     80      -   100     50      0      0   7600   1860 
    0    245     82      -    52     50      0      0   7600   1545 
    0    258     82      -   100     49      0      0   7600   1605 
    0    274     82      -    99     68      0      0   7600   1830 
    0    242     82      -    43     17      0      0   7600   1620 
    0    267     82      -   100     46      0      0   7600   1635 
    0    266     82      -   100     56      0      0   7600   1740 
    0    243     81      -    38     42      0      0   7600   1620 
    0    251     82      -    99     50      0      0   7600   1695 
    0    272     82      -   100     53      0      0   7600   1695 
    0    238     82      -    66     58      0      0   7600   1590 
    0    262     83      -    91     46      0      0   7600   1710 
    0    242     82      -    20      4      0      0   7600   1575 
    0    272     82      -   100     48      0      0   7600   1620 
    0    266     79      -   100     52      0      0   7600   1860 
    0    250     82      -    30     17      0      0   7600   1590 
    0    269     82      -    99     48      0      0   7600   1635 
    0    259     81      -    83     70      0      0   7600   1860 
    0    237     82      -    50     23      0      0   7600   1575 
    0    269     83      -   100     48      0      0   7600   1605 
    0    271     82      -   100     64      0      0   7600   1860 
    0    242     83      -    34     17      0      0   7600   1575 
    0    267     82      -    92     47      0      0   7600   1635 
    0    268     82      -   100     52      0      0   7600   1785 
    0    237     81      -    66     59      0      0   7600   1620 
    0    261     83      -    92     46      0      0   7600   1590 
    0    264     83      -   100     47      0      0   7600   1635 
    0    248     80      -    86     72      0      0   7600   1695 
    0    255     83      -    64     31      0      0   7600   1620 
    0    266     82      -   100     45      0      0   7600   1710 
    0    240     79      -    28     29      0      0   7600   1860 
    0    254     82      -    99     51      0      0   7600   1710 
    0    264     83      -   100     55      0      0   7600   1620 
    0    254     79      -    63     57      0      0   7600   1860 
    0    241     82      -    75     37      0      0   7600   1575 
    0    273     83      -   100     45      0      0   7600   1635 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    268     80      -   100     76      0      0   7600   1860 
    0    243     82      -    44     22      0      0   7600   1665 
    0    265     83      -   100     47      0      0   7600   1650 
    0    272     82      -   100     54      0      0   7600   1860 
    0    245     83      -    43     30      0      0   7600   1545 
    0    273     83      -   100     50      0      0   7600   1605 
    0    268     81      -   100     52      0      0   7600   1860 
    0    244     82      -    36     40      0      0   7600   1575 
    0    269     83      -   100     49      0      0   7600   1590 
    0    273     81      -   100     50      0      0   7600   1860 
    0    241     82      -    52     50      0      0   7600   1515 
    0    257     83      -    91     46      0      0   7600   1665 
    0    273     82      -   100     52      0      0   7600   1845 
    0    240     81      -   100     74      0      0   7600   1650 
    0    261     83      -    99     50      0      0   7600   1740 
    0    267     83      -   100     52      0      0   7600   1635 
    0    247     79      -    44     45      0      0   7600   1860 
    0    249     82      -   100     50      0      0   7600   1695 
    0    270     83      -   100     54      0      0   7600   1665 
    0    256     80      -    79     68      0      0   7600   1860 
    0    240     83      -    55     25      0      0   7600   1545 
    0    265     83      -   100     50      0      0   7600   1680 
    0    267     82      -   100     52      0      0   7600   1845 
    0    236     81      -    48     47      0      0   7600   1650 
    0    261     83      -    99     49      0      0   7600   1665 
    0    263     83      -   100     48      0      0   7600   1695 
    0    249     79      -   100     78      0      0   7600   1860 
    0    242     82      -    33     12      0      0   7600   1680 
    0    271     83      -    99     48      0      0   7600   1605 
    0    262     79      -   100     54      0      0   7600   1860 
    0    233     82      -    41     43      0      0   7600   1590 
    0    268     83      -   100     49      0      0   7600   1665 
    0    264     82      -   100     74      0      0   7600   1830 
    0    251     83      -    61     28      0      0   7600   1575 
    0    268     83      -   100     45      0      0   7600   1650 
    0    269     82      -   100     59      0      0   7600   1830 
    0    243     82      -    25      9      0      0   7600   1695 
    0    255     83      -   100     47      0      0   7600   1650 
    0    270     83      -   100     52      0      0   7600   1725 
    0    248     83      -    48     48      0      0   7600   1695 
    0    269     83      -    99     53      0      0   7600   1605 
    0    268     83      -   100     53      0      0   7600   1695 
    0    242     81      -    89     72      0      0   7600   1530 
    0    252     82      -    70     34      0      0   7600   1725 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    266     83      -   100     46      0      0   7600   1665 
    0    251     79      -    99     68      0      0   7600   1860 
    0    240     82      -    26     13      0      0   7600   1590 
    0    265     82      -    99     49      0      0   7600   1635 
    0    268     81      -   100     51      0      0   7600   1860 
    0    245     82      -    74     32      0      0   7600   1650 
    0    264     83      -   100     45      0      0   7600   1605 
    0    269     82      -   100     69      0      0   7600   1800 
    0    266     82      -    97     59      0      0   7600   1575 
    0    234     80      -    78     68      0      0   7600   1860 
    0    250     82      -    78     38      0      0   7600   1605 
    0    271     83      -    99     46      0      0   7600   1620 
    0    267     80      -    99     75      0      0   7600   1860 
    0    235     83      -    28     11      0      0   7600   1560 
    0    268     82      -   100     53      0      0   7600   1680 
    0    271     82      -   100     52      0      0   7600   1830 
    0    247     82      -    44     44      0      0   7600   1515 
    0    274     83      -   100     47      0      0   7600   1605 
    0    263     82      -   100     52      0      0   7600   1800 
    0    237     82      -    66     60      0      0   7600   1590 
    0    255     83      -    81     39      0      0   7600   1650 
    0    266     83      -   100     45      0      0   7600   1710 
    0    248     82      -    44     19      0      0   7600   1665 
    0    257     82      -   100     49      0      0   7600   1725 
    0    264     82      -   100     51      0      0   7600   1695 
    0    250     79      -    54     52      0      0   7600   1860 
    0    242     82      -    80     38      0      0   7600   1665 
    0    269     83      -   100     48      0      0   7600   1590 
    0    264     80      -    98     77      0      0   7600   1860 
    0    247     82      -    63     29      0      0   7600   1620 
    0    267     83      -   100     44      0      0   7600   1605 
    0    259     81      -   100     58      0      0   7600   1860 
    0    244     83      -    26     13      0      0   7600   1560 
    0    270     82      -    99     49      0      0   7600   1695 
    0    267     81      -   100     51      0      0   7600   1860 
    0    235     82      -    63     58      0      0   7600   1665 
    0    255     83      -    80     39      0      0   7600   1590 
    0    266     82      -   100     47      0      0   7600   1680 
    0    244     81      -    28     10      0      0   7600   1710 
    0    264     83      -   100     48      0      0   7600   1620 
    0    271     82      -   100     54      0      0   7600   1725 
    0    244     82      -    43     30      0      0   7600   1605 
    0    252     82      -   100     47      0      0   7600   1665 
    0    273     83      -   100     51      0      0   7600   1620 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    244     79      -    38     42      0      0   7600   1860 
    0    240     82      -    75     37      0      0   7600   1635 
    0    266     83      -   100     50      0      0   7600   1620 
    0    255     80      -   100     60      0      0   7600   1860 
    0    243     83      -    37     23      0      0   7600   1560 
    0    269     83      -    99     48      0      0   7600   1590 
    0    266     82      -   100     55      0      0   7600   1815 
    0    245     82      -    60     57      0      0   7600   1680 
    0    262     83      -    98     49      0      0   7600   1620 
    0    266     82      -   100     49      0      0   7600   1755 
    0    245     81      -    87     71      0      0   7600   1605 
    0    266     83      -    64     31      0      0   7600   1605 
    0    269     82      -   100     58      0      0   7600   1650 
    0    243     81      -    42     32      0      0   7600   1665 
    0    259     83      -    99     48      0      0   7600   1710 
    0    266     83      -   100     51      0      0   7600   1695 
    0    249     79      -    49     48      0      0   7600   1860 
    0    246     82      -    96     49      0      0   7600   1725 
    0    271     83      -   100     53      0      0   7600   1620 
    0    259     79      -    75     65      0      0   7600   1860 
    0    248     82      -    53     24      0      0   7600   1620 
    0    263     83      -   100     50      0      0   7600   1635 
    0    260     82      -   100     51      0      0   7600   1860 
    0    234     82      -    46     47      0      0   7600   1665 
    0    256     83      -    84     41      0      0   7600   1665 
    0    259     82      -    99     49      0      0   7600   1725 
    0    259     79      -   100     66      0      0   7600   1860 
    0    248     82      -    35     17      0      0   7600   1710 
    0    270     83      -   100     48      0      0   7600   1650 
    0    245     79      -    47     47      0      0   7600   1860 
    0    238     82      -    68     34      0      0   7600   1545 
    0    260     83      -   100     51      0      0   7600   1650 
    0    269     82      -   100     56      0      0   7600   1710 
    0    245     82      -    42     43      0      0   7600   1650 
    0    261     83      -   100     49      0      0   7600   1605 
    0    265     83      -   100     49      0      0   7600   1710 
    0    246     80      -    48     48      0      0   7600   1860 
    0    247     82      -    98     50      0      0   7600   1725 
    0    275     83      -   100     55      0      0   7600   1635 
    0    239     79      -    68     60      0      0   7600   1860 
    0    250     82      -    59     28      0      0   7600   1710 
    0    254     82      -    18      2      0      0   7600   1575 
    0    271     83      -   100     49      0      0   7600   1605 
    0    266     81      -   100     52      0      0   7600   1860 
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    0    245     83      -    58     56      0      0   7600   1530 
    0    269     83      -    99     47      0      0   7600   1605 
    0    269     80      -    86     71      0      0   7600   1860 
    0    242     83      -    55     25      0      0   7600   1575 
    0    270     83      -   100     48      0      0   7600   1620 
    0    269     82      -   100     54      0      0   7600   1815 
    0    238     83      -    27     12      0      0   7600   1680 
    0    258     83      -    99     47      0      0   7600   1650 
    0    266     83      -   100     51      0      0   7600   1635 
    0    252     79      -    70     62      0      0   7600   1860 
    0    259     82      -    86     43      0      0   7600   1725 
